Dataset index,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature difference [K],Power [W],Overstrain indicator,Actual failure,Failure probability,Corrective action,Preventive action,Predictive action
4100,L,302.0,310.4,1895,23.2,161,8.399999999999977,4603.899314080722,3735.2,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5549,H,302.3,311.9,1374,52.4,154,9.599999999999966,7539.571041203217,8069.599999999999,0,0.008005518542458862,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6250,L,300.8,310.2,1520,37.7,193,9.399999999999977,6000.860847376985,7276.1,0,0.003903725755572977,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5095,M,304.1,313.5,1428,39.9,88,9.399999999999977,5966.638431403878,3511.2,0,0.0036886309115878786,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4080,L,302.0,310.4,1357,58.0,108,8.399999999999977,8242.073046447942,6264.0,1,0.9727745591180318,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
5732,L,302.2,311.7,1412,44.5,204,9.5,6579.961093188703,9078.0,0,0.007183760936202992,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
8908,L,297.2,308.5,1518,44.3,163,11.300000000000011,7042.131260433809,7220.9,0,0.0036430337223299623,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7268,L,300.5,310.6,1543,36.2,30,10.100000000000023,5849.289473816788,1086.0,0,0.0036512178976840434,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5025,M,303.9,313.1,1473,42.8,97,9.200000000000045,6601.994129665878,4151.599999999999,0,0.0036768325028852015,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5302,L,303.9,313.1,1491,37.2,195,9.200000000000045,5808.302161662953,7254.000000000001,0,0.003956503383162923,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1518,H,298.2,309.0,1371,55.7,23,10.800000000000011,7996.892683786283,1281.1000000000001,0,0.003717185816886436,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3724,M,302.3,311.2,1507,47.7,70,8.899999999999977,7527.664405046113,3339.0,0,0.004442447849832475,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2350,L,299.3,308.6,1744,26.4,33,9.300000000000011,4821.465077317326,871.1999999999999,0,0.0036802093680784326,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7318,H,299.9,310.3,1535,43.9,154,10.400000000000034,7056.697778370953,6760.599999999999,0,0.003655525754766087,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4778,H,303.6,312.2,1371,54.6,112,8.599999999999966,7838.964821090324,6115.2,1,0.2918905407863533,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
5830,M,301.3,311.2,1438,42.4,7,9.899999999999977,6384.8891333517995,296.8,0,0.003958920335889224,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8245,M,299.0,310.3,1303,68.6,111,11.300000000000011,9360.459087174882,7614.599999999999,1,0.9614644586521474,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
2945,H,300.7,309.6,1925,20.5,9,8.900000000000034,4132.503336409574,184.5,0,0.0036557001835967004,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
35,M,298.8,309.2,1452,48.6,98,10.399999999999977,7389.7799034800555,4762.8,0,0.0037128362700111057,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9665,L,299.2,310.3,1610,33.3,233,11.100000000000023,5614.340231230319,7758.9,0,0.046163490798002055,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
5346,L,303.4,312.7,1534,35.5,98,9.300000000000011,5702.723704551312,3479.0,0,0.0036412438728719277,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
663,L,297.5,308.9,1469,44.0,185,11.399999999999977,6768.666091914329,8140.0,0,0.00364089250824299,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4619,H,303.1,311.3,2056,19.7,167,8.199999999999989,4241.485185562603,3289.9,0,0.0037104702136832868,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7395,M,299.7,310.6,1572,38.0,139,10.900000000000034,6255.539291827996,5282.0,0,0.0036669432692751102,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5695,L,302.4,311.8,1451,42.0,110,9.400000000000034,6381.8313165023055,4620.0,0,0.0036484765524911903,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9861,M,298.7,309.6,1800,24.8,78,10.900000000000034,4674.689868541612,1934.4,0,0.0036482269083981654,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5600,L,302.8,312.1,1487,36.6,84,9.300000000000011,5699.288896583388,3074.4,0,0.00363972720324028,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8165,L,299.6,311.0,1552,33.2,139,11.399999999999977,5395.831990197637,4614.8,0,0.003691972703400776,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
966,M,295.8,306.5,1641,32.2,101,10.699999999999989,5533.412804473846,3252.2000000000003,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9662,M,299.1,310.1,1570,30.9,226,11.0,5080.269480120055,6983.4,0,0.1073945493038061,CONTINUE OPERATION,PERFORM MAINTENANCE,PERFORM MAINTENANCE
8723,L,297.2,308.6,1578,34.4,76,11.400000000000034,5684.523411111515,2614.4,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7114,H,300.9,310.4,1457,43.8,69,9.5,6682.858724569279,3022.2,0,0.003649187083503568,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5871,L,301.5,311.1,1469,49.5,107,9.600000000000023,7614.74935340362,5296.5,0,0.003798580808820645,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5844,L,301.4,311.1,1462,37.1,41,9.700000000000045,5680.02046164137,1521.1000000000001,0,0.003648575839929983,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7956,H,300.9,311.9,1513,38.0,38,11.0,6020.757600849719,1444.0,0,0.0036625436134955407,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5670,L,302.2,311.5,1424,45.2,39,9.300000000000011,6740.266094325879,1762.8000000000002,0,0.004882480606360205,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6266,L,300.8,310.4,1368,46.8,21,9.599999999999966,6704.410050172904,982.8,0,0.003760559171155009,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3436,L,301.5,310.5,1466,48.1,189,9.0,7384.271644360761,9090.9,0,0.0039136326385172514,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4120,M,302.1,310.7,1376,46.3,210,8.599999999999966,6671.56993496738,9723.0,1,0.8174231330118417,REPAIR AFTER FAILURE,PERFORM MAINTENANCE,PERFORM MAINTENANCE
9482,H,298.8,309.6,1309,57.4,185,10.800000000000011,7868.286352523828,10619.0,0,0.006625495863421713,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7785,L,300.2,311.5,1383,42.1,60,11.300000000000011,6097.234438013607,2526.0,0,0.003764209826579572,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8348,M,298.7,309.6,1452,42.7,180,10.900000000000034,6492.666705320954,7686.000000000001,0,0.003722488957751217,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4458,L,302.6,310.4,1478,47.7,189,7.7999999999999545,7382.805567789086,9015.300000000001,0,0.006043973969505525,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6821,M,300.8,310.6,1545,37.5,155,9.800000000000011,6067.200812245289,5812.5,0,0.003692866485203901,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1224,L,297.1,308.3,1763,25.7,139,11.199999999999989,4744.757856692177,3572.2999999999997,0,0.0036412898604148898,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8171,H,300.0,311.4,1641,34.5,155,11.399999999999977,5928.656576221978,5347.5,0,0.003703645726852548,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2946,M,300.7,309.5,1622,30.5,14,8.800000000000011,5180.591005524689,427.0,0,0.003682142646054146,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
426,L,297.4,308.5,1501,44.9,20,11.100000000000023,7057.577424313959,898.0,0,0.0036878752135341654,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7568,L,300.2,311.0,1627,33.7,147,10.800000000000011,5741.773701235434,4953.900000000001,0,0.003649642268872974,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5705,L,302.4,311.9,1452,43.1,137,9.5,6553.4879390944525,5904.7,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5034,M,303.9,313.1,1514,41.1,121,9.200000000000045,6516.228650222877,4973.1,0,0.00363972720324028,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8799,L,297.3,308.4,1472,41.3,67,11.099999999999966,6366.290904842547,2767.1,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9620,L,298.9,310.0,1470,45.9,109,11.100000000000023,7065.756037188803,5003.099999999999,0,0.003692832103146746,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3895,M,302.3,311.2,1546,40.0,71,8.899999999999977,6475.86965659976,2840.0,0,0.0036460199281901375,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8827,L,297.2,308.7,1463,49.9,146,11.5,7644.929586829107,7285.4,0,0.003667499875158491,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6597,L,301.5,310.6,1481,46.8,20,9.100000000000023,7258.210003147715,936.0,0,0.004427800180046251,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9635,L,299.2,310.2,1609,33.2,156,11.0,5594.003654786081,5179.200000000001,0,0.003796894438647838,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6367,L,300.0,309.6,1571,33.1,65,9.600000000000023,5445.437738197819,2151.5,0,0.003651012876608131,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9874,M,298.9,309.9,1449,44.1,112,11.0,6691.686599925868,4939.2,0,0.0036554149058766485,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8211,L,299.2,310.6,1675,33.3,28,11.400000000000034,5841.006141186823,932.3999999999999,0,0.003645477640388993,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3804,L,302.3,310.9,1529,33.4,62,8.599999999999966,5347.891286303857,2070.7999999999997,0,0.0037247659771904224,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6127,L,300.9,310.9,1228,66.4,109,10.0,8538.765056652965,7237.6,0,0.0537108715386877,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7849,M,300.3,311.7,1374,47.9,222,11.399999999999977,6892.08879529836,10633.8,1,0.01990124880282815,REPAIR AFTER FAILURE,PERFORM MAINTENANCE,CONTINUE OPERATION
717,L,297.4,308.7,1545,36.9,125,11.300000000000011,5970.125599249363,4612.5,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7285,M,300.2,310.4,1202,61.7,74,10.199999999999989,7766.373086841376,4565.8,0,0.004514807389860128,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9236,L,298.1,308.7,1556,31.6,145,10.599999999999966,5149.028471331623,4582.0,0,0.0037173670272406143,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2970,M,300.6,309.4,1452,39.4,78,8.799999999999955,5990.891526689592,3073.2,0,0.0036958376024717023,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2773,L,299.9,309.4,1858,22.5,22,9.5,4377.809362777377,495.0,0,0.003677775023756226,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9259,M,298.2,309.0,1694,28.0,5,10.800000000000011,4967.067424835703,140.0,0,0.003640100013952964,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5594,L,302.6,311.9,1598,35.5,69,9.299999999999955,5940.646988183178,2449.5,0,0.0036687001031515828,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6712,H,301.4,310.7,1516,36.4,83,9.300000000000011,5778.687414915113,3021.2,0,0.0036424622941318998,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1809,L,298.1,307.7,1767,27.0,127,9.599999999999966,4996.074797003848,3429.0,0,0.0036524533673762565,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
354,L,297.6,308.3,1658,34.3,59,10.699999999999989,5955.3496418019795,2023.6999999999998,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1428,L,298.8,309.9,1568,33.7,13,11.099999999999966,5533.559412131014,438.1,0,0.0036713002754959465,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2789,H,300.3,309.5,1438,44.0,59,9.199999999999989,6625.828345931113,2596.0,0,0.004180333634676232,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6005,L,300.6,310.5,1570,38.3,14,9.899999999999977,6296.903595100262,536.1999999999999,0,0.0036538906443107483,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5988,H,300.7,310.8,1296,58.2,204,10.100000000000023,7898.717913361602,11872.800000000001,0,0.6563270392708007,CONTINUE OPERATION,PERFORM MAINTENANCE,PERFORM MAINTENANCE
7423,L,300.0,311.3,1407,47.3,208,11.300000000000011,6969.214894943989,9838.4,0,0.03040090736482185,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
840,L,296.6,307.5,1582,37.9,197,10.899999999999977,6278.766133513536,7466.299999999999,0,0.004314349217312087,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5206,H,303.7,312.6,1711,27.6,170,8.900000000000034,4945.243827868765,4692.0,0,0.0036480196915443528,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9558,M,299.5,310.9,1577,34.6,159,11.399999999999977,5713.9496623001405,5501.400000000001,0,0.003655384189079436,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9181,L,297.9,309.1,1521,36.1,15,11.200000000000045,5749.96278608579,541.5,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8539,L,298.5,309.4,1517,40.2,45,10.899999999999977,6386.16671436426,1809.0000000000002,0,0.003910012304179135,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
797,L,296.8,307.7,1565,40.1,89,10.899999999999977,6571.845312166927,3568.9,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2427,L,298.9,308.3,1855,23.8,33,9.400000000000034,4623.272468777859,785.4,0,0.0036704267287913797,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
542,L,297.5,309.4,1803,24.7,98,11.899999999999977,4663.60004647444,2420.6,0,0.003640115871559538,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3045,L,300.2,309.4,1526,35.3,46,9.199999999999989,5641.0228248348085,1623.8,0,0.0036673645617863087,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3034,H,300.6,309.7,1470,43.8,18,9.099999999999966,6742.486153134413,788.4,0,0.003651413589797282,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
20,H,298.9,309.3,1375,42.7,58,10.400000000000034,6148.3586224630235,2476.6000000000004,0,0.0037339657087098925,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6526,L,301.2,310.4,1515,38.4,51,9.199999999999989,6092.176473841327,1958.3999999999999,0,0.00363972720324028,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3951,M,302.3,311.4,1571,32.7,17,9.099999999999966,5379.631844080625,555.9000000000001,0,0.003652115532771974,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2193,M,299.5,308.9,1448,42.9,74,9.399999999999977,6505.107412229169,3174.6,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5391,L,302.7,312.2,1572,34.4,228,9.5,5662.909253654817,7843.2,0,0.19067547506375315,CONTINUE OPERATION,PERFORM MAINTENANCE,PERFORM MAINTENANCE
2569,H,299.5,309.2,1872,22.6,162,9.699999999999989,4430.39962379847,3661.2000000000003,0,0.0038804081992178732,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2448,L,299.4,308.9,1440,42.5,87,9.5,6408.849013323178,3697.5,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9762,L,298.6,309.7,1925,22.1,7,11.099999999999966,4455.040182178126,154.70000000000002,0,0.003756447087681805,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5056,M,303.9,312.9,1430,53.5,189,9.0,8011.584865429572,10111.5,0,0.011820499036939842,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6078,L,300.8,310.7,1339,59.1,203,9.899999999999977,8286.987349418765,11997.300000000001,1,0.9933582507353526,REPAIR AFTER FAILURE,PERFORM MAINTENANCE,PERFORM MAINTENANCE
7648,L,300.4,311.4,1552,28.8,135,11.0,4680.7217264365045,3888.0,0,0.0037949472780592812,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1301,L,298.7,309.9,1483,32.8,142,11.199999999999989,5093.820216432538,4657.599999999999,0,0.003986790531892566,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7712,L,300.5,311.5,1499,37.6,73,11.0,5902.256725956312,2744.8,0,0.0036496921215213294,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
704,L,297.7,308.9,1516,33.7,92,11.199999999999989,5350.048513259322,3100.4,0,0.003666379768970011,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8925,M,297.2,308.2,1405,42.5,204,11.0,6253.078377582685,8670.0,0,0.007561016302659545,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
3463,L,301.6,310.5,1809,25.5,40,8.899999999999977,4830.669943792345,1020.0,0,0.0036444389011502064,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8209,L,299.3,310.8,1391,46.9,21,11.5,6831.6969125208525,984.9,0,0.003947262373221681,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3311,L,301.3,310.4,1459,44.7,92,9.099999999999966,6829.539685565387,4112.400000000001,0,0.0036458407490383626,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5427,L,302.7,312.4,1423,51.9,60,9.699999999999989,7733.941378680817,3114.0,0,0.003865126433604453,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3503,L,301.7,310.8,1493,47.6,145,9.100000000000023,7442.097893137838,6902.0,0,0.003953328553575539,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2939,L,300.9,309.7,1431,41.4,199,8.800000000000011,6203.954340456052,8238.6,0,0.0039364104923052465,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8262,L,299.1,310.6,1921,23.9,158,11.5,4807.8829250783065,3776.2,0,0.003926882217992642,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2952,H,300.7,309.5,1667,30.5,29,8.800000000000011,5324.318869426421,884.5,0,0.003687386409288702,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
274,L,298.1,308.0,1652,28.5,63,9.899999999999977,4930.415510543821,1795.5,0,0.003640100013952964,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5547,M,302.3,311.7,1540,28.9,149,9.399999999999977,4660.657421355578,4306.099999999999,0,0.004897071878826563,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7144,M,300.4,309.8,1517,40.3,149,9.400000000000034,6402.052701215912,6004.7,0,0.003710347681898976,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6645,M,301.5,310.4,1486,39.6,144,8.899999999999977,6162.296821869451,5702.400000000001,0,0.00363972720324028,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4031,L,302.0,310.8,1447,42.7,229,8.800000000000011,6470.309037602906,9778.300000000001,0,0.03523846512692254,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
249,L,298.0,308.3,1405,56.2,218,10.300000000000011,8268.776584003457,12251.6,1,0.9822014204735883,REPAIR AFTER FAILURE,PERFORM MAINTENANCE,PERFORM MAINTENANCE
6175,L,300.9,310.8,1517,44.3,4,9.900000000000034,7037.492175282007,177.2,0,0.003658253180998889,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
706,M,297.8,309.0,1434,43.3,96,11.199999999999989,6502.2799788409375,4156.799999999999,0,0.003652918146921015,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8077,L,300.3,311.8,1547,39.7,121,11.5,6431.458008453513,4803.700000000001,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8971,L,296.9,307.6,1514,35.7,100,10.700000000000045,5660.081820266587,3570.0000000000005,0,0.003695539117641513,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6887,L,300.8,311.3,1782,26.9,116,10.5,5019.8252374649865,3120.3999999999996,0,0.003654648657325635,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1169,L,297.0,308.1,1355,43.7,217,11.100000000000023,6200.823219777975,9482.900000000001,0,0.09475891988340672,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
3866,L,302.6,311.6,1311,53.2,0,9.0,7303.7002647716945,0.0,0,0.010643287101988102,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7701,H,300.8,311.7,1468,38.7,39,10.899999999999977,5949.296839956064,1509.3000000000002,0,0.0036742877477432866,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4692,M,303.4,311.4,1606,29.6,122,8.0,4978.125830976339,3611.2000000000003,0,0.0037675601246833805,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5567,M,302.5,312.0,1445,54.8,0,9.5,8292.338528905377,0.0,0,0.0057082942503083375,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9541,M,299.5,310.8,1754,31.3,114,11.300000000000011,5749.135500020346,3568.2000000000003,0,0.0036677669342429628,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9413,L,298.1,308.6,1439,44.9,205,10.5,6766.058570011848,9204.5,0,0.01705948036831999,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
5897,M,301.0,310.7,1517,40.2,171,9.699999999999989,6386.16671436426,6874.200000000001,0,0.0036666787403508,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9759,L,298.5,309.7,1613,36.7,0,11.199999999999989,6199.105815794012,0.0,0,0.0036929363934336728,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7525,H,300.1,311.5,1383,49.1,33,11.399999999999977,7111.026387327033,1620.3,0,0.004503525284420741,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1568,L,298.2,308.2,1407,47.1,153,10.0,6939.746755853317,7206.3,0,0.003666196175717946,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
482,L,297.3,309.0,1548,37.4,171,11.699999999999989,6062.771166603727,6395.4,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8062,M,300.3,311.6,1359,54.1,81,11.300000000000011,7699.195363932114,4382.1,0,0.004291689392716649,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
874,L,295.9,306.4,1575,28.5,74,10.5,4700.608007933728,2109.0,0,0.003724364057002904,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9671,L,299.0,310.2,1412,44.1,246,11.199999999999989,6520.815375497119,10848.6,0,0.03625934422265146,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
2081,M,299.4,309.3,1485,47.1,209,9.900000000000034,7324.466192211924,9843.9,0,0.005583514075432714,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
5591,L,302.5,312.0,1574,33.8,63,9.5,5571.216636072043,2129.3999999999996,0,0.0036551349475042504,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3345,L,301.3,310.7,1594,34.1,172,9.399999999999977,5692.084177431155,5865.2,0,0.003663863592806274,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4794,L,303.6,312.6,1699,27.9,160,9.0,4963.936304157624,4464.0,0,0.003703514368732413,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3181,L,300.2,309.4,1527,37.0,194,9.199999999999989,5916.561444505656,7178.0,0,0.0038356755477740776,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2051,M,299.4,309.2,1470,44.4,135,9.800000000000011,6834.8489771499535,5994.0,0,0.0037078003812142614,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1626,M,297.9,307.8,1303,59.3,75,9.900000000000034,8091.475566610358,4447.5,0,0.0038238588159092467,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2097,M,299.4,309.4,1326,47.5,35,10.0,6595.77377621177,1662.5,0,0.0036738705045438443,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7947,L,300.8,311.7,1426,45.5,16,10.899999999999977,6794.531871428884,728.0,0,0.003930203672749556,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8193,L,299.5,310.8,1873,22.3,211,11.300000000000011,4373.924259862438,4705.3,0,0.11389173743426691,CONTINUE OPERATION,PERFORM MAINTENANCE,PERFORM MAINTENANCE
3902,L,302.2,311.1,1630,34.6,94,8.900000000000034,5905.984749238572,3252.4,0,0.003648039527592778,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8743,H,297.4,308.7,1323,51.1,130,11.300000000000011,7079.610460791135,6643.0,0,0.0036438007503955872,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8887,L,297.8,308.9,1530,37.6,106,11.099999999999966,6024.318072523787,3985.6000000000004,0,0.0036553131203249704,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2814,L,300.0,309.3,1395,56.5,122,9.300000000000011,8253.749299143783,6893.0,0,0.0036602453029069134,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6415,L,300.4,310.1,1503,42.2,196,9.700000000000045,6642.018020072613,8271.2,0,0.003785550819175017,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
